Group C,Poland,FW,Krzysztof Piątek,Salernitana,Italy,11,3,1,677,0,0.532,0
Group A,Qatar,DF,Ismaeel Mohammad,Al-Duhail,Qatar,269,42,53,16102,0,0.531,0
Group B,United States,FW,Giovanni Reyna,Borussia Dortmund,Germany,16,2,2,682,0,0.528,0
Group C,Argentina,FW,Ángel Correa,Atlético Madrid,Spain,21,4,1,857,0,0.525,0
Group B,Wales,FW,Gareth Bale,Los Angeles FC,United States,21,4,0,687,0,0.524,0
Group C,Poland,MF,Michał Skóraś,Lech Poznań,Poland,30,10,3,2253,0,0.519,0
Group G,Switzerland,DF,Renato Steffen,Lugano,Switzerland,12,2,3,877,0,0.513,0
Group D,Denmark,FW,Martin Braithwaite,Espanyol,Spain,9,3,1,705,0,0.511,0
Group C,Argentina,MF,Thiago Almada,Atlanta United FC,United States,31,7,7,2499,0,0.504,0
Group C,Saudi Arabia,MF,Salman Al-Faraj,Al-Hilal,Saudi Arabia,3,0,1,179,0,0.503,0
Group D,Australia,FW,Mathew Leckie,Melbourne City,Australia,6,1,2,540,0,0.5,0
Group F,Croatia,MF,Luka Modrić,Real Madrid,Spain,18,5,2,1259,0,0.5,0
Group G,Switzerland,MF,Xherdan Shaqiri,Chicago Fire FC,United States,45,9,9,3255,0,0.498,0
Group B,England,MF,Mason Mount,Chelsea,England,21,2,6,1450,0,0.497,0
Group C,Poland,MF,Kamil Grosicki,Pogoń Szczecin,Poland,23,7,4,1996,0,0.496,0
Group H,Portugal,DF,Nuno Mendes,Paris Saint-Germain,France,17,2,4,1089,0,0.496,0
Group E,Spain,DF,Hugo Guillamón,Valencia,Spain,13,1,4,919,0,0.49,0
Group C,Poland,FW,Karol Świderski,Charlotte FC,United States,59,14,7,3885,0,0.486,0
Group D,Denmark,MF,Robert Skov,1899 Hoffenheim,Germany,16,3,3,1112,0,0.486,0
Group F,Canada,FW,Lucas Cavallini,Vancouver Whitecaps FC,Canada,29,9,1,1850,0,0.486,0
Group A,Netherlands,MF,Davy Klaassen,Ajax,Netherlands,20,4,1,932,0,0.483,0
Group B,Wales,FW,Kieffer Moore,Bournemouth,England,15,4,0,745,0,0.483,0
Group E,Japan,MF,Takefusa Kubo,Real Sociedad,Spain,17,2,4,1119,0,0.483,0
Group H,Ghana,FW,Antoine Semenyo,Bristol City,England,18,4,1,934,0,0.482,0
Group G,Cameroon,MF,Georges-Kévin Nkoudou,Beşiktaş,Turkey,12,4,0,749,0,0.481,0
Group E,Germany,MF,Julian Brandt,Borussia Dortmund,Germany,21,5,3,1503,0,0.479,0
Group F,Croatia,FW,Ivan Perišić,Tottenham Hotspur,England,21,0,7,1322,0,0.477,0
Group B,Wales,MF,Jonny Williams,Swindon Town,England,18,6,1,1327,0,0.475,0
Group D,Denmark,FW,Andreas Cornelius,Copenhagen,Denmark,15,5,1,1146,0,0.471,0
